"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Epithelial cell signaling in Helicobacter pylori infection","11/68",0.892726810948688,0.999996211618646,0,0,0.702599922390376,0.0797272927188603,"MAPK11;ATP6V0E1;CHUK;ATP6V1H;CSK;TCIRG1;ATP6V0D1;ATP6V0E2;GIT1;MAPK12;ATP6V1F"
"Fc epsilon RI signaling pathway","11/68",0.892726810948688,0.999996211618646,0,0,0.702599922390376,0.0797272927188603,"MAPK11;MAP2K2;AKT2;ALOX5;AKT1;FCER1A;PIK3R3;PIK3CB;PIK3R1;HRAS;MAPK12"
"Glycolysis / Gluconeogenesis","11/68",0.892726810948688,0.999996211618646,0,0,0.702599922390376,0.0797272927188603,"ALDH3A2;GPI;MINPP1;PFKL;TPI1;G6PC3;ALDH2;PGAM2;ENO3;FBP1;DLD"
"Type II diabetes mellitus","7/46",0.893373466229352,0.999996211618646,0,0,0.653610559402604,0.0736949633076824,"ABCC8;INSR;PIK3R3;PIK3CB;PIK3R1;SLC2A4;SOCS4"
"Bacterial invasion of epithelial cells","12/74",0.898856009099798,0.999996211618646,0,0,0.704599065462686,0.0751331071384103,"ITGB1;CTTN;ARPC2;CLTCL1;ILK;CLTA;PIK3R3;ARPC4;PIK3CB;PIK3R1;BCAR1;CD2AP"
"Wnt signaling pathway","28/158",0.899586126739166,0.999996211618646,0,0,0.783601251483439,0.0829210610340221,"CAMK2B;GSK3B;WNT2B;LRP5;PRICKLE3;NLK;CCND3;PPP3CB;WNT11;CCND1;DVL1;DVL2;EP300;DVL3;PRKACB;CREBBP;FZD4;RYK;CSNK2A2;FZD6;AXIN1;WNT9B;FZD8;DAAM1;APC;TBL1XR1;PLCB2;PPARD"
"Renin-angiotensin system","3/23",0.900343887644903,0.999996211618646,0,0,0.546386242156635,0.0573588033442103,"NLN;ENPEP;THOP1"
"Ribosome biogenesis in eukaryotes","17/101",0.90149042677173,0.999996211618646,0,0,0.73657418201601,0.0763870557711755,"UTP15;NOP56;REXO1;UTP4;RPP30;CSNK2A2;IMP4;NXT2;FBL;TBL3;EIF6;TCOF1;BMS1;XRN2;DROSHA;UTP14A;NOP10"
"Homologous recombination","6/41",0.90226952642371,0.999996211618646,0,0,0.624279069767442,0.0642021042049394,"MUS81;POLD1;POLD2;RAD54L;RPA2;NBN"
"Leukocyte transendothelial migration","19/112",0.90516424139376,0.999996211618646,0,0,0.743480540067371,0.0740795605410663,"ITGB1;ROCK1;ACTN1;NCF4;PIK3R3;ACTN4;PIK3R1;PIK3CB;ARHGAP5;MAPK12;AFDN;MAPK11;CXCL12;CLDN15;PTK2B;CD99;RAPGEF3;BCAR1;SIPA1"
"Primary bile acid biosynthesis","2/17",0.908235992531638,0.999996211618646,0,0,0.485718711276332,0.0467509264841273,"HSD17B4;SLC27A5"
"Synthesis and degradation of ketone bodies","1/10",0.911534401816758,0.999996211618646,0,0,0.404826429216673,0.0374974299977611,"BDH1"
"Toxoplasmosis","19/113",0.91278360339812,0.999996211618646,0,0,0.735524023643971,0.0671213065571222,"ITGB1;HSPA8;LAMA5;CHUK;BAD;LAMB2;STAT1;STAT3;LAMB1;MAPK12;TNFRSF1A;MAPK11;IRAK1;AKT2;ALOX5;AKT1;MYD88;BCL2L1;BIRC3"
"Purine metabolism","22/129",0.914280365750008,0.999996211618646,0,0,0.74808677365027,0.067042046965202,"CANT1;NPR2;AK1;PDE2A;NME3;ADCY3;NME4;NUDT5;PAICS;PFAS;DCK;ADCY6;PAPSS2;NT5C3A;GUK1;NME7;IMPDH1;IMPDH2;ENPP1;NUDT16;HPRT1;GART"
"Platelet activation","21/124",0.916003948379686,0.999996211618646,0,0,0.741831405557884,0.0650842844968783,"ITGB1;PPP1R12A;ROCK1;NOS3;PIK3R3;ADCY3;PIK3R1;PIK3CB;RASGRP2;MYLK3;ADCY6;MAPK12;PPP1CA;PPP1CB;VAMP8;MAPK11;AKT2;AKT1;PRKACB;PLCB2;PRKG1"
"Fanconi anemia pathway","8/54",0.919721718316799,0.999996211618646,0,0,0.633176199243329,0.0529868024006496,"MUS81;FANCA;RPA2;FANCE;TELO2;FANCG;FAAP100;ATR"
"GnRH signaling pathway","15/93",0.922778380983523,0.999996211618646,0,0,0.699854794471434,0.0562446567967785,"CAMK2B;MAP2K2;MAP3K1;ADCY3;ELK1;ADCY6;MAPK12;MAPK11;MAPK7;PTK2B;HRAS;PRKACB;PLCB2;MAP3K4;ATF4"
"Toll-like receptor signaling pathway","17/104",0.924456941045305,0.999996211618646,0,0,0.711038395467689,0.0558512160148601,"MAP2K2;CHUK;STAT1;PIK3R3;PIK3R1;PIK3CB;MAPK12;MAPK11;CXCL11;TBK1;IRAK1;AKT2;TOLLIP;CTSK;AKT1;MYD88;TLR3"
"Galactose metabolism","4/31",0.925396202857394,0.999996211618646,0,0,0.539525113211771,0.0418311655690951,"PFKL;UGP2;G6PC3;GAA"
"Mucin type O-glycan biosynthesis","4/31",0.925396202857394,0.999996211618646,0,0,0.539525113211771,0.0418311655690951,"C1GALT1C1;GALNT15;ST3GAL1;ST3GAL2"
"NOD-like receptor signaling pathway","31/178",0.926981803270835,0.999996211618646,0,0,0.76692843219159,0.0581495439483282,"RNF31;RNASEL;NLRX1;HSP90AB1;TNFAIP3;ANTXR1;PYCARD;PSTPIP1;TBK1;SHARPIN;NAMPT;TRPM7;DNM1L;GSDMD;GABARAPL1;HSP90AA1;CHUK;RIPK2;STAT1;STAT2;ERBIN;TRAF2;MAPK12;MAPK11;OAS3;TRIP6;RBCK1;PLCB2;MYD88;BCL2L1;BIRC3"
"Pathogenic Escherichia coli infection","8/55",0.928908162445157,0.999996211618646,0,0,0.619664762432799,0.0456974266458827,"ITGB1;TUBB2B;CTTN;ROCK1;ARPC2;NCL;ARPC4;TUBB4A"
"Parkinson disease","24/142",0.929730600420114,0.999996211618646,0,0,0.739841195702943,0.0539051341610555,"NDUFA13;NDUFB7;NDUFA11;NDUFB6;NDUFA5;NDUFA12;NDUFA3;NDUFB2;HTRA2;COX5B;COX6A2;COX5A;UBE2J1;NDUFS8;NDUFS7;ADORA2A;NDUFS6;UQCRC1;NDUFS3;ATP5PO;NDUFS1;CYC1;PRKACB;NDUFV1"
"Retrograde endocannabinoid signaling","25/148",0.933733306435116,0.999996211618646,0,0,0.739275262409246,0.0506879800872305,"NDUFA13;NDUFB7;NDUFA11;NDUFB6;NDUFA12;NDUFB2;ADCY3;ABHD6;ADCY6;GNG5;PRKACB;NDUFV1;NDUFA5;NDUFA3;GNG11;MAPK12;MAPK11;NDUFS8;NDUFS7;NDUFS6;GNB2;NAPEPLD;NDUFS3;NDUFS1;PLCB2"
"Chemokine signaling pathway","33/190",0.934994456898091,0.999996211618646,0,0,0.764273075942706,0.051370368827572,"GSK3B;CCL13;GSK3A;ROCK1;PIK3R3;ADCY3;PIK3R1;PIK3CB;ARRB2;RASGRP2;ADCY6;GRK2;GRK5;GNG5;AKT2;AKT1;PTK2B;PRKACB;HRAS;STAT5B;CHUK;BAD;STAT1;STAT2;STAT3;GNG11;HCK;CXCL11;CXCL12;PARD3;GNB2;PLCB2;BCAR1"
"Propanoate metabolism","4/32",0.936268212986195,0.999996211618646,0,0,0.520223152022315,0.0342584067280272,"BCKDHA;SUCLA2;ACADM;DLD"
"Protein digestion and absorption","14/90",0.939252363788945,0.999996211618646,0,0,0.670316868592731,0.0420094806585238,"COL18A1;COL27A1;COL24A1;ELN;COL11A2;ATP1A4;COL4A2;COL4A1;XPNPEP2;KCNQ1;COL6A2;COL7A1;COL6A1;SLC38A2"
"Folate biosynthesis","3/26",0.940477596188669,0.999996211618646,0,0,0.475027533874243,0.0291512292391963,"SPR;FPGS;ALPL"
"Fluid shear stress and atherosclerosis","23/139",0.941676810598585,0.999996211618646,0,0,0.721163058442761,0.0433369611512297,"MEF2A;HSP90AA1;HSP90AB1;CHUK;NOS3;KEAP1;PIK3R3;PIK3R1;PIK3CB;MAPK12;HSP90B1;TNFRSF1A;BMP4;MAPK11;MAPK7;CTSL;AKT2;GPC1;KDR;AKT1;HMOX1;BMPR1B;SQSTM1"
"Fc gamma R-mediated phagocytosis","14/91",0.945131319374159,0.999996211618646,0,0,0.661569092603575,0.0373332693262944,"GSN;SPHK2;SPHK1;PIK3R3;ARPC4;PIK3CB;PIK3R1;PLA2G6;HCK;ARPC2;AKT2;RPS6KB2;AKT1;PIP5K1B"
"IL-17 signaling pathway","14/93",0.955426182720955,0.999996211618646,0,0,0.644737928675074,0.0293986139860898,"GSK3B;HSP90AA1;CEBPB;HSP90AB1;CHUK;TNFAIP3;TRAF2;MAPK12;HSP90B1;MAPK11;TBK1;MAPK7;MAPK6;IL17B"
"TNF signaling pathway","17/110",0.957127269778928,0.999996211618646,0,0,0.664909232670723,0.0291355965589779,"CEBPB;CHUK;ATF6B;PIK3R3;TNFAIP3;TRAF2;PIK3R1;PIK3CB;MAPK12;TNFRSF1A;MAPK11;ITCH;AKT2;AKT1;DNM1L;ATF4;BIRC3"
"Cysteine and methionine metabolism","6/47",0.957137401713233,0.999996211618646,0,0,0.532716959727737,0.0233374363075698,"MPST;TST;MDH2;APIP;SMS;BCAT2"
"Ether lipid metabolism","6/47",0.957137401713233,0.999996211618646,0,0,0.532716959727737,0.0233374363075698,"LPCAT1;GDPD3;CHPT1;PLA2G6;PLD3;PAFAH1B2"
"Choline metabolism in cancer","15/99",0.957378923387679,0.999996211618646,0,0,0.649615474248427,0.0282946624403672,"DGKD;MAP2K2;CHKB;PIK3R3;PIK3R1;PIK3CB;DGKZ;HIF1A;AKT2;RPS6KB2;EIF4EBP1;AKT1;PIP5K1B;CHPT1;HRAS"
"Shigellosis","9/65",0.957788822179639,0.999996211618646,0,0,0.584884803351175,0.025224889251069,"ITGB1;MAPK11;CHUK;CTTN;ROCK1;ARPC2;RIPK2;ARPC4;MAPK12"
"Axon guidance","30/181",0.960686956877537,0.999996211618646,0,0,0.722173350101289,0.0289639684843412,"SEMA5A;ITGB1;CAMK2B;GSK3B;ROCK1;SEMA3A;SEMA3G;PIK3R3;ILK;PIK3R1;PIK3CB;SEMA3F;EFNA4;PPP3CB;ABLIM2;HRAS;EPHB4;UNC5A;RYK;PTCH1;SEMA4B;SEMA4F;RGMA;CXCL12;FES;PARD3;PLXNB3;PLXNB1;BMPR1B;EPHA2"
"Prion diseases","4/35",0.960792012796961,0.999996211618646,0,0,0.469788995365996,0.0187903014033167,"NOTCH1;MAP2K2;ELK1;PRKACB"
"GABAergic synapse","13/89",0.962579413218019,0.999996211618646,0,0,0.622292103424179,0.0237334174356809,"NSF;GABARAPL1;PLCL1;ADCY3;GNG11;ADCY6;GLS;GNG5;GNB2;SLC38A3;GLUL;PRKACB;SLC38A2"
"Tryptophan metabolism","5/42",0.96426862018199,0.999996211618646,0,0,0.491934622369405,0.017899224011587,"ALDH3A2;ALDH2;MAOA;AOX1;DLD"
"Cholinergic synapse","17/112",0.964857442854897,0.999996211618646,0,0,0.650827698764281,0.0232833063627497,"CHRM2;CAMK2B;PIK3R3;ADCY3;PIK3R1;PIK3CB;GNG11;ADCY6;GNG5;AKT2;KCNQ1;GNB2;AKT1;PRKACB;HRAS;PLCB2;ATF4"
"JAK-STAT signaling pathway","26/162",0.967648625976643,0.999996211618646,0,0,0.694935404068169,0.0228538175528041,"CDKN1A;PIK3R3;PIK3R1;PIK3CB;GHR;CCND3;CCND1;AKT2;AKT1;EP300;AOX1;IL6R;HRAS;SOCS4;STAT5A;STAT5B;CREBBP;IL11RA;STAT1;STAT2;STAT3;PIAS2;EPOR;STAM2;PTPN2;BCL2L1"
"Cocaine addiction","6/49",0.967950200902726,0.999996211618646,0,0,0.507874526771228,0.0165438290506358,"ATF6B;MAOA;BDNF;DLG4;PRKACB;ATF4"
"Tuberculosis","29/179",0.969999759455302,0.999996211618646,0,0,0.7026358039124,0.0214019039801696,"CAMK2B;CEBPB;BCL10;TCIRG1;C3;MRC2;PPP3CB;IRAK1;IRAK2;AKT2;LAMP2;AKT1;EP300;ATP6V1H;CTSD;CREBBP;SPHK2;RIPK2;BAD;STAT1;SPHK1;MAPK12;TNFRSF1A;MAPK11;PIK3C3;ATP6V0D1;PLA2R1;RAB5A;MYD88"
"Circadian entrainment","14/97",0.971057362155244,0.999996211618646,0,0,0.613509022108939,0.0180185986851085,"CAMK2B;ADCY3;GNG11;CACNA1H;ADCY6;PER2;PER1;PER3;GNG5;GNB2;NOS1AP;PRKACB;PLCB2;PRKG1"
"Amphetamine addiction","9/68",0.971177527675713,0.999996211618646,0,0,0.555038398882942,0.0162326517171683,"PPP1CB;CAMK2B;PPP3CB;ATF6B;MAOA;PRKACB;STX1A;ATF4;PPP1CA"
"Glutamatergic synapse","17/114",0.971330787739456,0.999996211618646,0,0,0.637326846668413,0.0185386918135701,"GRIK3;SLC1A3;ADCY3;GNG11;ADCY6;GLS;PPP3CB;GRK2;GNG5;DLG4;GNB2;SLC38A3;GLUL;PRKACB;SLC38A2;SHANK3;PLCB2"
"African trypanosomiasis","4/37",0.971921749168173,0.999996211618646,0,0,0.441260583519998,0.0125670937995852,"APOA1;THOP1;PLCB2;MYD88"
"Insulin secretion","12/86",0.972572921558247,0.999996211618646,0,0,0.589886579639724,0.0164048771435191,"CAMK2B;PCLO;ATF6B;ABCC8;ATP1A4;ADCY3;KCNN2;PRKACB;PLCB2;STX1A;ADCY6;ATF4"
"Cytosolic DNA-sensing pathway","8/63",0.97482097671899,0.999996211618646,0,0,0.529260967045983,0.0134969159829877,"PYCARD;IL33;TBK1;CHUK;POLR3B;DDX58;POLR3C;POLR2E"
"Gastric acid secretion","10/75",0.974833901070428,0.999996211618646,0,0,0.559697751038533,0.0142656772330148,"CAMK2B;KCNQ1;ATP1A4;ADCY3;SLC4A2;PRKACB;PLCB2;MYLK3;ADCY6;SLC9A1"
"C-type lectin receptor signaling pathway","15/104",0.974951616622542,0.999996211618646,0,0,0.612923835883309,0.0155483044588483,"CHUK;STAT1;STAT2;PIK3R3;PIK3R1;BCL10;PIK3CB;MAPK12;PYCARD;MAPK11;PPP3CB;MRAS;AKT2;AKT1;HRAS"
"Regulation of actin cytoskeleton","35/214",0.976414330093311,0.999996211618646,0,0,0.710292488381432,0.0169534487103935,"CHRM2;ITGB1;NCKAP1;ROCK1;ITGB4;ARAF;PIK3R3;PIK3R1;PIK3CB;MYLK3;SLC9A1;PPP1CB;FGF7;MYH14;PIP5K1B;ITGB6;HRAS;GIT1;GSN;MAP2K2;PPP1R12A;ACTN1;RDX;ARPC4;ACTN4;BAIAP2;PPP1CA;MRAS;CXCL12;ARPC2;APC;PPP1R12B;PPP1R12C;BCAR1;ARHGEF6"
"Human cytomegalovirus infection","37/225",0.977081641550411,0.999996211618646,0,0,0.714854243606804,0.0165739434756569,"RB1;GSK3B;CDKN1A;ROCK1;ATF6B;PIK3R3;ADCY3;PIK3R1;PIK3CB;ELK1;ADCY6;PPP3CB;TBK1;CCND1;GNG5;AKT2;EIF4EBP1;AKT1;PTK2B;PRKACB;HRAS;IL6R;PDIA3;MAP2K2;CHUK;STAT3;TRAF2;GNG11;MAPK12;TNFRSF1A;MAPK11;CXCL12;GNB2;RPS6KB2;PLCB2;BCAR1;ATF4"
"Thermogenesis","38/231",0.978280962563477,0.999996211618646,0,0,0.715091462674391,0.0157022410765785,"COX19;NDUFA13;NDUFB7;NDUFA11;NDUFB6;NDUFA12;NDUFB2;ADCY3;COX5B;COX5A;COX6A2;ADCY6;RPS6KA3;DPF3;CYC1;PRKACB;HRAS;NDUFV1;PRKG1;NDUFA5;NDUFA3;RPS6;ACSL4;ACSL3;CPT1B;MAPK12;MAPK11;NDUFS8;NDUFS7;NDUFS6;ZNF516;RPS6KB2;UQCRC1;ATP5PO;NDUFS3;NDUFAF3;NDUFS1;PNPLA2"
"MAPK signaling pathway","50/295",0.979552055322228,0.999996211618646,0,0,0.740802900107411,0.0153049125167396,"ARAF;ARRB2;ECSIT;ELK1;IGF1R;RPS6KA3;PPP3CB;FGF7;AKT2;KDR;AKT1;MAP3K6;PRKACB;HRAS;MAP3K4;MAP4K1;MAP2K2;CHUK;TRAF2;DUSP8;MAPK8IP3;DUSP7;TNFRSF1A;MRAS;DDIT3;KIT;EPHA2;ATF4;SRF;NLK;RASGRP2;EFNA4;CACNA1H;STK3;MAPK7;IRAK1;MKNK2;ERBB2;FLNA;FLNC;HSPA8;MAP3K1;GADD45B;BDNF;INSR;IGF2;MAPK12;MAPK11;MYD88;MAP3K12"
"Ras signaling pathway","38/232",0.979910497575361,0.999996211618646,0,0,0.711359530043769,0.0144363591077903,"PIK3R3;PIK3R1;FOXO4;PIK3CB;PLA2G6;RASGRP2;ELK1;EFNA4;IGF1R;RASSF1;FGF7;TBK1;SYNGAP1;GNG5;AKT2;KDR;AKT1;SHOC2;PRKACB;HRAS;MAP2K2;RASA4B;CHUK;BDNF;BAD;INSR;IGF2;GNG11;AFDN;MRAS;RASA4;GNB2;KIT;RGL2;RAB5A;EXOC2;EPHA2;BCL2L1"
"Parathyroid hormone synthesis, secretion and action","15/106",0.979922721888703,0.999996211618646,0,0,0.59937615402542,0.0121562868123345,"MEF2A;CDKN1A;ATF6B;ARAF;LRP5;ADCY3;ARRB2;ADCY6;RXRB;NACA;TRPV5;PRKACB;PLCB2;MEF2D;ATF4"
"Cortisol synthesis and secretion","8/65",0.98089321671858,0.999996211618646,0,0,0.510625096944315,0.00985081433655942,"SCARB1;ATF6B;ADCY3;PRKACB;PLCB2;ADCY6;CACNA1H;ATF4"
"T cell receptor signaling pathway","14/101",0.981587422024224,0.999996211618646,0,0,0.585151739135092,0.0108745766088729,"GSK3B;MAP2K2;CHUK;PIK3R3;PIK3R1;BCL10;PIK3CB;MAPK12;MAPK11;PPP3CB;AKT2;AKT1;HRAS;CARD11"
"alpha-Linolenic acid metabolism","2/25",0.981726594292479,0.999996211618646,0,0,0.316611443348957,0.00583908330796803,"FADS2;PLA2G6"
"Th17 cell differentiation","15/107",0.982056775901666,0.999996211618646,0,0,0.592823199213723,0.0107337491466536,"SMAD2;STAT5A;STAT5B;HSP90AA1;HSP90AB1;CHUK;STAT1;STAT3;RORC;HIF1A;MAPK12;RXRB;MAPK11;PPP3CB;IL6R"
"TGF-beta signaling pathway","12/90",0.98304475632697,0.999996211618646,0,0,0.559492673139622,0.00956767692735345,"SMAD2;BMP4;CREBBP;AMHR2;ROCK1;PPP2R1A;RPS6KB2;EP300;ID3;BMPR1B;RGMA;BMP5"
"Amoebiasis","13/96",0.983287052860407,0.999996211618646,0,0,0.569554247738684,0.00959937226689366,"LAMA5;LAMB2;ACTN1;PIK3R3;LAMB1;PIK3CB;ACTN4;PIK3R1;COL4A2;COL4A1;PRKACB;PLCB2;RAB5A"
"Phenylalanine metabolism","1/17",0.983811698990204,0.999996211618646,0,0,0.227613240418118,0.0037148217654812,"MAOA"
"Selenocompound metabolism","1/17",0.983811698990204,0.999996211618646,0,0,0.227613240418118,0.0037148217654812,"PAPSS2"
"Drug metabolism","15/108",0.983982463381004,0.999996211618646,0,0,0.586411168161418,0.0094689006757171,"TPMT;MAOA;NME3;NME4;FMO3;UCKL1;UCK1;NME7;IMPDH1;IMPDH2;CMPK1;AOX1;HPRT1;UPP1;UMPS"
"Long-term depression","7/60",0.984012672553695,0.999996211618646,0,0,0.480528600332679,0.00774444082169971,"MAP2K2;PPP2R1A;ARAF;HRAS;PLCB2;PRKG1;IGF1R"
"Tight junction","26/170",0.984218361868474,0.999996211618646,0,0,0.655990394600208,0.0104351633191983,"ITGB1;ROCK1;PPP2R2A;ACTR3B;YBX3;CCND1;PPP2R1A;ERBB2;MYH13;MYH14;PRKACB;ACTR3;MYH7B;ACTR2;MAP3K1;ACTN1;RDX;ACTN4;MPP5;AFDN;CLDN15;CTTN;PARD3;PPP2R2D;AMOTL2;LLGL1"
"Leishmaniasis","9/74",0.987095606287324,0.999996211618646,0,0,0.503610748106908,0.00654108711404619,"ITGB1;C3;MAPK11;IRAK1;STAT1;NCF4;ELK1;MAPK12;MYD88"
"Thyroid hormone synthesis","9/74",0.987095606287324,0.999996211618646,0,0,0.503610748106908,0.00654108711404619,"ATF6B;ATP1A4;ADCY3;SLC26A4;PRKACB;PLCB2;ADCY6;ATF4;HSP90B1"
"Ascorbate and aldarate metabolism","2/27",0.987968504107815,0.999996211618646,0,0,0.291245353159851,0.00352536777870538,"ALDH3A2;ALDH2"
"Porphyrin and chlorophyll metabolism","4/42",0.988173863235279,0.999996211618646,0,0,0.383077638307764,0.00455732977591661,"UROD;HMOX1;BLVRB;PPOX"
"Glutathione metabolism","6/56",0.989008984367443,0.999996211618646,0,0,0.436576744186047,0.00482498641200855,"GGT5;G6PD;GGT7;IDH2;SMS;OPLAH"
"Inflammatory mediator regulation of TRP channels","13/100",0.98973884570956,0.999996211618646,0,0,0.543228618628026,0.00560294844565017,"CAMK2B;PIK3R3;ADCY3;PIK3R1;PIK3CB;PLA2G6;ADCY6;MAPK12;PPP1CA;PPP1CB;MAPK11;PRKACB;PLCB2"
"Pertussis","9/76",0.990235664348818,0.999996211618646,0,0,0.488515069520908,0.00479346588646754,"ITGB1;PYCARD;C4B;C3;C4A;MAPK11;IRAK1;MAPK12;MYD88"
"Butanoate metabolism","2/28",0.990253307743737,0.999996211618646,0,0,0.280025736345439,0.00274271268338697,"BDH1;ACADS"
"Tyrosine metabolism","3/36",0.990602094298453,0.999996211618646,0,0,0.33086852724315,0.00312417467090254,"FAHD1;MAOA;AOX1"
"Oxytocin signaling pathway","22/153",0.990663234781251,0.999996211618646,0,0,0.610091873899687,0.00572304371709176,"CAMK2B;CDKN1A;MAP2K2;PPP1R12A;ROCK1;NOS3;NPR2;ADCY3;EEF2;ELK1;MYLK3;ADCY6;PPP1CA;PPP1CB;PPP3CB;MAPK7;CCND1;PPP1R12B;PRKACB;HRAS;PPP1R12C;PLCB2"
"Estrogen signaling pathway","19/137",0.991744902730268,0.999996211618646,0,0,0.585024492652204,0.00484947820305854,"HSPA8;HSP90AA1;MAP2K2;HSP90AB1;ATF6B;NOS3;PIK3R3;ADCY3;PIK3R1;PIK3CB;ADCY6;HSP90B1;AKT2;AKT1;PRKACB;CTSD;HRAS;PLCB2;ATF4"
"Rap1 signaling pathway","31/206",0.992795239246989,0.999996211618646,0,0,0.643059649122807,0.00464986167907718,"ITGB1;RGS14;PIK3R3;ADCY3;PIK3R1;PIK3CB;RASGRP2;EFNA4;ADCY6;IGF1R;FGF7;AKT2;KDR;AKT1;HRAS;FARP2;MAP2K2;INSR;MAPK12;AFDN;MAPK11;MRAS;ADORA2A;PARD3;KIT;PRKD1;PLCB2;RAPGEF3;SIPA1;BCAR1;EPHA2"
"Osteoclast differentiation","17/127",0.993142543857254,0.999996211618646,0,0,0.561537972402976,0.00386398576875598,"CHUK;STAT1;STAT2;NCF4;PIK3R3;TRAF2;PIK3R1;PIK3CB;MAPK12;OSCAR;TNFRSF1A;MAPK11;PPP3CB;AKT2;CTSK;AKT1;SQSTM1"
"Viral myocarditis","6/59",0.993203191976809,0.999996211618646,0,0,0.411785870996051,0.00280838438496733,"CCND1;SGCA;SGCB;DAG1;EIF4G2;MYH7"
"Aldosterone synthesis and secretion","12/98",0.993890785056015,0.999996211618646,0,0,0.507186880558053,0.00310801713869848,"CAMK2B;SCARB1;ATF6B;PDE2A;ATP1A4;ADCY3;PRKD1;PRKACB;PLCB2;CACNA1H;ADCY6;ATF4"
"Phagosome","21/152",0.994363286650997,0.999996211618646,0,0,0.582224518335753,0.00329111699474352,"ITGB1;SCARB1;ATP6V0E1;NCF4;TCIRG1;TUBB4A;C3;MRC2;TUBB2B;HGS;CTSL;LAMP2;ATP6V1H;OLR1;PIK3C3;ATP6V0D1;PLA2R1;SEC22B;ATP6V0E2;RAB5A;ATP6V1F"
"Pathways in cancer","91/530",0.995152962166599,0.999996211618646,0,0,0.750224953185418,0.00364521012133037,"RB1;ITGB1;GSK3B;CDKN1A;HSP90AB1;WNT2B;ARAF;PTEN;KEAP1;PIK3CB;ELK1;GLI2;IGF1R;FGF7;RASSF1;CCND3;CCND1;AKT2;AKT1;EP300;PRKACB;HRAS;IL6R;APPL1;HSP90AA1;MAP2K2;CHUK;DAPK3;WNT9B;AXIN1;ARNT;TRAF2;COL4A2;COL4A1;KIT;PLCB2;PPARD;BIRC3;CAMK2B;LAMA5;HDAC2;NOTCH1;ROCK1;EPAS1;CUL2;LRP5;ADCY3;PIK3R3;PIK3R1;RASGRP2;HIF1A;ADCY6;HSP90B1;RXRB;WNT11;GNG5;DVL1;ERBB2;DVL2;HMOX1;DVL3;JAG2;STAT5A;SMAD2;ZBTB17;STAT5B;CREBBP;EGLN3;EGLN2;JUP;GADD45B;FZD4;STAT1;BAD;LAMB2;STAT2;PTCH1;FZD6;STAT3;IGF2;FZD8;LAMB1;GNG11;PML;EPOR;BMP4;CXCL12;APC;GNB2;RPS6KB2;BCL2L1"
"Gap junction","10/88",0.99564629667445,0.999996211618646,0,0,0.466026834741919,0.00203337214860062,"TUBB2B;MAP2K2;MAPK7;ADCY3;HRAS;PRKACB;PLCB2;TUBB4A;PRKG1;ADCY6"
"Vascular smooth muscle contraction","17/132",0.996217898386194,0.999996211618646,0,0,0.536950946303486,0.00203465310289478,"MAP2K2;PPP1R12A;ROCK1;NPR2;ARAF;ADCY3;PLA2G6;MYLK3;ADCY6;PPP1CA;PPP1CB;ADORA2A;PPP1R12B;PRKACB;PPP1R12C;PLCB2;PRKG1"
"Fat digestion and absorption","3/41",0.996457349385321,0.999996211618646,0,0,0.287241459446897,0.00101940289506731,"SCARB1;APOA1;AGPAT1"
"Malaria","4/49",0.99667636837285,0.999996211618646,0,0,0.32334314788987,0.00107646338921386,"LRP1;GYPC;CD81;MYD88"
"Transcriptional misregulation in cancer","26/186",0.99679816855225,0.999996211618646,0,0,0.589783878504673,0.00189141818914189,"CDKN1A;CEBPB;HDAC2;LDB1;PRCC;DOT1L;MLLT1;IGF1R;RXRB;PLAU;KDM6A;ZBTB17;GADD45B;JUP;EYA1;ASPSCR1;MLF1;PML;CDK9;ETV7;PER2;ZEB1;DDIT3;TCF3;BCL2L1;BIRC3"
"Morphine addiction","10/91",0.997175730964156,0.999996211618646,0,0,0.448680368761064,0.00126898689738265,"GRK2;GNG5;GRK5;GNB2;PDE2A;ADCY3;ARRB2;PRKACB;GNG11;ADCY6"
"Pentose and glucuronate interconversions","2/34",0.997296809503703,0.999996211618646,0,0,0.227433782527881,0.000615629296484636,"UGP2;DCXR"
"Mineral absorption","4/51",0.997710915598904,0.999996211618646,0,0,0.309544299039536,0.00070938525785799,"ATP1A4;HMOX1;TRPM7;FTL"
"cAMP signaling pathway","29/212",0.998738387046405,0.999996211618646,0,0,0.574708282067891,0.000725517170418049,"CHRM2;CAMK2B;VIPR2;SUCNR1;ROCK1;ATP1A4;PIK3R3;ADCY3;PIK3R1;PIK3CB;ADCY6;SLC9A1;PPP1CB;PLN;AKT2;AKT1;EP300;TNNI3;PRKACB;CREBBP;MAP2K2;PPP1R12A;BDNF;BAD;PTCH1;PPP1CA;AFDN;ADORA2A;RAPGEF3"
"Phototransduction","1/28",0.998876922824506,0.999996211618646,0,0,0.13478728438078,0.000151461590091074,"RCVRN"
"Antigen processing and presentation","7/77",0.99891242117592,0.999996211618646,0,0,0.363433356594557,0.000395477518086598,"PDIA3;HSPA8;HSP90AA1;HSP90AB1;CTSL;PSME3;PSME1"
"Rheumatoid arthritis","9/91",0.998956623172722,0.999996211618646,0,0,0.398769419390726,0.00041628397993349,"ATP6V0E1;CXCL12;CTSL;CTSK;ATP6V1H;TCIRG1;ATP6V0D1;ATP6V0E2;ATP6V1F"
