Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Inflammatory bowel disease (IBD)	2/65	0.9419043539504269	0.9999955356346681	0	0	0.4329067897349836	0.025910140053069124	STAT3;RORC
Shigellosis	2/65	0.9419043539504269	0.9999955356346681	0	0	0.4329067897349836	0.025910140053069124	MAPK11;MAPK12
Tryptophan metabolism	1/42	0.9486905445206311	0.9999955356346681	0	0	0.3327487786983519	0.017526749778820832	ALDH2
Staphylococcus aureus infection	2/68	0.9512334160229026	0.9999955356346681	0	0	0.4131624616206114	0.020656389383953377	C4B;C4A
Morphine addiction	3/91	0.9525265432461802	0.9999955356346681	0	0	0.46459822323158106	0.02259680569225525	GNB2;PDE2A;ADCY6
Basal transcription factors	1/45	0.9585080085532861	0.9999955356346681	0	0	0.31001133862469155	0.013137462483281308	ERCC3
Cocaine addiction	1/49	0.9687416320215362	0.9999955356346681	0	0	0.2841159207630227	0.009022764833951258	DLG4
Cell adhesion molecules (CAMs)	5/145	0.9729733402478538	0.9999955356346681	0	0	0.48607169136970463	0.013317682244581505	CLDN15;ICAM3;PVR;CD99;NECTIN2
Pathogenic Escherichia coli infection	1/55	0.9795625335359065	0.9999955356346681	0	0	0.2524659655987609	0.005213220553190787	TUBB2B
Taste transduction	2/83	0.9800575138363056	0.9999955356346681	0	0	0.33637896339805295	0.00677602505452427	PLCB2;ADCY6
Viral myocarditis	1/59	0.9846051906712041	0.9999955356346681	0	0	0.23500392137020265	0.0036459776945720005	MYH7
Steroid hormone biosynthesis	1/60	0.9856580562222458	0.9999955356346681	0	0	0.23100836887722745	0.0033370968815038325	HSD17B1
Cytosolic DNA-sensing pathway	1/63	0.9884041628128309	0.9999955356346681	0	0	0.2197950441388777	0.0025635999840514312	PYCARD
Retinol metabolism	1/67	0.9912660121284647	0.9999955356346681	0	0	0.20642966717801642	0.0018108738466203335	ALDH1A1
Hematopoietic cell lineage	2/97	0.9915385468416057	0.9999955356346681	0	0	0.2865909266558467	0.0024352933534513023	IL11RA;CD19
MicroRNAs in cancer	11/299	0.9931872384509522	0.9999955356346681	0	0	0.5179539295392954	0.0035407715734426908	RASSF1;CREBBP;ABCC1;MAP2K2;NOTCH1;MAPK7;STAT3;TPM1;TIMP3;EP300;HRAS
Systemic lupus erythematosus	3/133	0.9952894279881561	0.9999955356346681	0	0	0.3137851127564574	0.001481599707073957	C4B;C4A;ACTN4
Chemical carcinogenesis	1/82	0.9969832759986959	0.9999955356346681	0	0	0.16806608516072932	5.077752875294632E-4	ARNT
Cytokine-cytokine receptor interaction	7/294	0.9998379128538868	0.9999955356346681	0	0	0.3297985153764581	5.3460432891295665E-5	TNFRSF6B;IL11RA;TNFRSF19;TNFRSF10B;TNFRSF10A;TNFRSF25;TNFRSF1A
Herpes simplex virus 1 infection	15/492	0.9999296221079748	0.9999955356346681	0	0	0.42330447431360757	2.9792324959856755E-5	ZNF282;BAD;STAT2;TRAF2;PML;TNFRSF1A;PPP1CA;IRAK1;AKT2;OAS3;EIF4EBP1;ZNF768;ZNF205;SRSF9;BCL2L1
Olfactory transduction	2/444	0.9999952526074901	0.9999955356346681	0	0	0.060444781097800014	2.8695578219174446E-7	CAMK2B;PDE2A
Neuroactive ligand-receptor interaction	4/338	0.9999955356346681	0.9999955356346681	0	0	0.16116590348714335	7.19505078273482E-7	CHRNB1;ADORA2A;GRIK3;S1PR1
